"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"Madison","GA","Athens, GA","13","195",1440,169900,165900,159900,150000,149200,149900,149900,149900,149900,159900,150000,150000,149900,144950,149900,141000,140950,144950,145000,139450,140900,144563,136450,126750,124900,127250,130900,128000,129000,129900,124900,129000,131900,129000,132900,129900,123450,126450,129900,134900,134950,139900,142000,143450,144900,139900,139900,154900,152450,143950,147900,150950,144900,149900,149900,149900,152587.5,152500,149900,155500,159950,169000,156900,156900,156900,157900,169500,166450,169700,156900,154950,153900,153900,148400,148700,148000,145000,145000,149900,149950,159900,160000,154450,159900,158850,155000,159945,169650,167900,165000,169000,174000,172450,179950,176500,179900,177900,185900,189000,199900,189950,189900,188250,192900
"Palo Pinto","TX","Mineral Wells, TX","48","363",1441,199900,224500,234000,199000,185000,179700,187000,195000,182450,175000,175000,189000,189000,214000,209495,197000,197000,209000,209000,209000,210000,225000,248000,239900,254900,275000,269950,256950,268000,254700,252250,237000,234950,215000,2e+05,199000,199950,222000,240000,259500,255000,254950,252450,250000,254950,250000,260000,270000,265000,284000,279000,263000,295000,289000,295000,295000,275000,267000,257000,249200,265000,289900,249900,275000,250000,272000,259000,259500,274900,260000,257000,277500,285000,289750,299000,299500,297450,299000,299900,299000,299997,299000,299000,289000,282500,289000,293500,299000,299000,299900,3e+05,313200,349900,299995,299947.5,299947.5,299947.5,326350,337500,359000,347000,354900,369450,373700
"Powhatan","VA","Richmond, VA","51","145",1442,306900,299950,298500,299950,299950,289000,277400,289475,289950,289900,289950,279950,275000,266475,274900,269950,279900,269950,263975,261250,257475,261450,259950,249950,254975,249000,249950,254475,259950,250000,245000,262425,264900,269950,269950,269950,289950,287475,295000,309950,3e+05,3e+05,298250,292000,299950,308475,295500,305000,299950,295500,289950,299950,309950,309950,308725,309950,295000,286350,288125,297500,298500,299925,315077.5,339000,325000,336495,325000,349475,349950,354950,352450,359950,342450,299925,339900,345000,350000,359925,339925,349950,349970,349975,348450,349475,358450,349950,352999.5,342450,350000,356100,375475,371975,370450,359950,372450,378240,381950,375000,373925,375950,359725,342225,348500,368900
"Dinwiddie","VA","Richmond, VA","51","053",1443,199000,198000,185000,184925,184950,183900,179000,174924.5,178750,179000,178750,174950,174900,169950,169950,174950,179900,172000,173613.5,169925,171000,169950,166400,165450,164900,159900,159900,157500,162500,163800,165000,155000,154725,157000,160975,158250,155450,152250,156950,159900,154000,174900,167000,159900,165500,165250,164900,161625,164900,153900,155000,159000,163000,164950,162250,162250,155000,149950,155000,155000,159450,149950,152450,159900,165000,166750,159900,172445,159900,159000,155000,163950,155000,154975,159950,159950,160000,164950,160000,159900,164000,164900,159450,151250,148900,149990,159700,179475,174000,160000,169950,179000,184900,181949.5,182900,180000,180975,169000,162475,169950,169474.5,174500,174500,179900
"Summit","CO","Breckenridge, CO","08","117",1444,599000,599000,598000,579900,575000,550000,539900,529900,499999,532000,499000,499000,499900,499000,507450,495000,498500,499450,495000,495000,489900,450000,405000,419000,399000,4e+05,419900,399000,395000,394500,395000,4e+05,389000,389000,399000,379000,399450,399000,399000,399900,395000,399925,427500,425000,415000,439000,435000,459000,439000,429000,449000,432250,429000,429000,425000,424900,435000,439900,469000,499000,525000,525000,549000,545000,574900,599000,577000,589500,575000,589000,625000,599000,6e+05,599000,550000,535000,549900,569000,595000,619000,649000,676500,685000,699450,689000,726000,719000,699000,689000,715000,699000,710000,717000,727000,797000,790000,775000,730750,725000,7e+05,729000,749000,749000,715000
"Morehouse","LA","Bastrop, LA","22","067",1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109500,116700,119000,119250,117200,105000,99950,110500,119000,119000,119000,109000,103000,99500,99500,99700,98900,99500,99900,99900,113700,114900,112000
"Decatur","GA","Bainbridge, GA","13","087",1446,,,,,,,,,,,,169900,169900,175000,172450,175000,176000,174900,174900,159900,170000,170950,179900,172450,175000,159450,149900,149900,139900,145000,139900,144900,148500,149500,154900,149900,149900,149900,149900,159900,149900,149900,149900,149900,149900,149900,149900,149500,139500,139900,136950,132900,131400,129900,129500,129900,129700,139900,147400,139900,134900,144950,139900,138950,139900,142200,144500,139900,141500,139900,139950,136000,131950,138950,142500,142500,141249.5,147400,135000,143700,139949.5,139949.5,139900,145000,146000,149900,147700,149900,149900,145500,149900,147500,149900,149900,152900,157000,156900,155900,149900,159700,166250,165000,166250,158500
"Sanpete","UT",,"49","039",1447,,,,,181000,185400,159450,174500,169450,185500,179000,182450,182450,187450,199900,194500,190500,192200,189000,182450,179000,169450,162500,168000,162500,157000,149900,149950,155000,149900,149950,155000,155000,152500,160000,155000,169000,169000,179950,179000,169900,168950,163200,167000,165000,160000,159900,160000,159250,164950,159250,160000,159900,164000,165000,165000,174950,165000,174950,179000,181750,177000,169900,179000,179000,178750,176750,179900,169000,185000,192400,189000,194900,208800,210350,218000,219900,215000,199400,194200,199700,189000,211950,212000,215000,207450,221450,225000,229000,225000,227000,235000,247000,235900,211950,222450,236250,249900,237500,244000,244975,244975,254450,269700
"Door","WI",,"55","029",1448,259900,249900,249900,249900,249900,259000,263000,264500,259900,259900,259900,249900,249900,239450,244798,249900,259900,254900,249900,249900,248900,249500,249900,249000,249950,244900,244900,229900,239000,240950,249900,259900,259000,249900,250000,249900,259000,254000,249900,250000,260000,259900,269000,259900,258400,268000,256450,249900,245000,239000,239000,249900,249000,260500,259450,257900,257900,259000,259000,259000,249900,249900,249900,256400,254900,249900,249900,249900,249900,249900,249900,252000,250000,249950,259000,249900,249500,252000,249900,254900,256700,259900,264950,259900,249950,249900,249900,249900,259900,259900,259900,259450,258000,259900,261950,264900,261950,259900,249900,255000,259000,274900,275000,274900
"Henderson","TN",,"47","077",1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,135900,142900,147600,159900,159900,156500,154500,158000,151500,158500,159900,159900,169900,169900,169900,169900,155900,151550,149949.5,150000,140450,149949.5,154950,159500,159700,159900,149900,159900,149950
"Carter","KY",,"21","043",1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127700,136000,139950,142250,147000,137450,137450,139500,137450,139900,133450,134900,134950,124900,119900,111700,104900,99900,93900,89900,92950,95999.5,99900,109900,118000,124900,124900,110000,110000,115000,124900,119900,119900,119450,124950,132900,139700,125900,115000,119900,105000,111900,114900,99900,95400,94900,95450,99425,109450,102548,109000,124950
"Peach","GA","Warner Robins, GA","13","225",1451,158000,153900,150000,149900,149900,149900,155450,158900,156000,155450,154950,149250,156850,156850,159950,156850,149990,159950,146900,144000,142172,146410,144900,150897,149067,148000,143445,145900,149900,150000,149900,150000,143950,141445,140000,142250,149400,144447.5,144700,149900,150990,147490,149835,158235,146900,150000,158900,159500,159900,157500,156499.5,159900,157645,150500,149900,154000,158400,149900,149900,147500,149400,149650,145650,145325,149900,145325,142900,145820,149000,144900,142000,143995,142300,145000,144900,149450,143500,149949.5,152900,156400,149900,147500,149900,154900,154900,160200,156000,154900,154900,159400,154950,153950,154950,159900,159900,158400,159900,159000,159900,159900,159950,159900,161900,169450
"Barton","KS","Great Bend, KS","20","009",1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000,97500,94950,97750,98200,96900,94200,103000,119900,105900,109900,114900,108900,109950,104900,111900,119000,107900,107900,107900,99900,103000,99700,109900,119900,124900,123900,127900,119900,123400,120900,116950,118000,118900,119400,117400,119900,119900,120000,109900,112400,119000,119000,119450,129900,119949.5,101400,109900,99900,99900
"Wells","IN","Fort Wayne, IN","18","179",1453,102500,97000,92500,98500,104000,97000,89900,91900,91750,92500,90450,89900,89900,89900,91500,95250,95000,88200,91900,93400,99900,1e+05,99000,94000,92500,91000,93000,99250,98900,105000,105000,102200,1e+05,1e+05,99700,99900,98200,98900,94500,96000,99950,1e+05,109950,1e+05,110000,111750,110000,106500,108950,110000,110000,115000,119500,119200,119500,119700,116500,115000,115000,115000,109900,115000,111000,105000,105000,106250,109500,105500,107750,102200,104500,95400,92700,99900,105700,1e+05,90000,96000,95500,107500,114950,109200,110000,110000,106500,113900,117750,114450,114450,125000,125250,115000,117000,124750,130000,129400,119500,121250,111450,123750,131000,152500,145000,140000
"Simpson","MS","Jackson, MS","28","127",1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,105000,107450,110000,98000,110000,125900,125900,117000,124900,120450,120450,120450,114000,108250,117000,115000,119000,121750,127000,125250,130000,123500,125000,126500,129700,130000,128000,128950,123500,124900,124900,132500,139900,149900,155000,159900,161850,147500,132500,129900,127950,137450,137450,134900,132500,134500,129900,129900,129900,129900,125000,124000,134950,142500,149900,149900,135900,135000
"Morton","ND","Bismarck, ND","38","059",1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192900,192900,194900,194900,193700,195400,219900,226500,229900,229900,225000,229900,229900,229900,229900,229900,249900,229900,244900,249900,254900,229900,249990,249900,251990,251990,243995,244900,252450,254900,249900,244900,244900,239900,240990,239000,247400,251995,238900,239900,239900,239900,239900,239900,235900,234900,229900,231400,234900,229400,230000,239700,236700,219450,224900,219900,225000,219900,224900,224900,224900,219900,229900,229900,232900,227950,224900,219000
"Custer","OK","Weatherford, OK","40","039",1456,,,,,,,,,,,,124000,124500,141900,141500,139900,150400,153000,151400,154900,154900,149900,159975,144900,149900,139000,149000,159900,173250,175000,159900,159000,152400,157450,149900,144250,156200,155250,159900,170000,169400,167500,167500,157750,159500,158500,159900,159900,152200,159900,168900,195000,182700,167950,169900,185000,185000,188950,175000,189500,188750,187900,188200,189500,189500,170000,173700,174500,169900,171200,165350,165000,159950,164900,169750,180000,179900,177950,175000,165000,162900,163000,151250,153750,149450,149450,157000,165000,175450,171900,172250,181900,185000,178500,161800,163550,160800,159000,159013.5,164900,164900,166000,161450,156000
"Barbour","AL",,"01","005",1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163750,165000,174950,173500,177500,189900,196500,187900,175000,181950,175750,175750,175000,175000,170000,169000,169900,173750,165250,173000,179900,179900,182950,179900,174900,174450,174900,164900,169900,169500,169700,168500,168500,169000,179900,179900,175000,174900,170000,179900,179950,179900,179900,179900,184900,187000,189250,189000,179900,182500,171450,174900,175000,179000,175000,173950,171000,169900,175000,162500,171000,168500,177250,165499.5,158000,157000,158000,160000,157500
"Carroll","AR",,"05","015",1458,199000,199000,199000,199300,199700,209900,209900,208950,219450,219000,220500,199500,199300,213500,199900,195900,196450,189250,189900,186850,186850,179500,175000,169000,169000,169000,169000,168500,169000,169000,166900,167000,165000,167000,161000,162875,165950,167900,169900,171000,171000,169000,167450,159900,159900,157500,159000,161325,159000,159000,159000,165000,159900,169500,170000,174500,174900,175000,179000,174650,179700,184949.5,182250,181000,198700,196750,189900,189900,189500,185000,179450,179000,177500,185000,189000,189950,189000,187900,185000,189950,188000,179000,179900,179900,180500,179900,199000,199000,199900,199000,189250,189700,189900,199000,199500,199250,199900,199000,187400,179450,175000,185500,189000,199900
"Cherokee","NC",,"37","039",1459,189900,189900,189000,185900,179900,179900,179500,169900,169900,169000,168450,159900,159900,156500,159000,159000,159000,155000,155000,149900,149800,149000,149000,139000,149000,149000,149900,149950,149900,149900,149900,153500,149900,149900,149900,150000,155000,149900,154450,154900,159000,159900,159900,159000,159850,159000,163000,159900,159900,159900,159900,159000,157700,159900,159000,161800,160000,162000,164900,159900,165000,165000,165000,167900,169000,174400,164850,165000,167000,159900,159900,159900,159663.5,159900,161250,163900,164900,165000,163000,160000,159900,159900,159000,159000,159900,159900,160000,165000,169900,169900,169900,169900,175000,175000,172400,174950,169900,169000,174900,184900,189900,192900,197900,189900
"Mason","WV","Gallipolis, OH","54","053",1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,115000,117449.5,115000,115999,118950,115999,1e+05,96400,99000,105000,106000,104500,101750,98000,105000,99500,99500,99250,98200,95000,94500,99000,98500,103750,102500,99250,99450,100950,98500,99700,115000,119700,119500,119500,119500,120000,116000,115000,107450,99900,98750,99000,93312.5,92625,92625,92500,96250,99500,109000,103600,93250,92750,97500,105950,99000,99000,105000,109900,107000
"Ashe","NC",,"37","009",1461,269900,269700,274500,268450,268450,269900,265000,259000,259900,265500,269000,269000,269250,269000,265000,269000,269000,264950,259900,259000,249900,255000,250000,249500,249500,239500,244450,234000,239000,239000,234900,236500,224900,227750,220000,224900,229000,225000,222450,219000,225000,229000,234900,219450,234950,239700,229900,225000,229900,235000,235500,235500,233250,229000,229999,231000,235000,233500,229000,234500,235000,245000,243000,243000,235000,229900,224900,219900,225000,225000,224450,224900,225000,230900,239900,239000,239900,239900,239900,239900,244900,239900,239900,239900,239900,240000,240000,249900,249000,249000,249900,249900,249000,248500,247000,249000,249900,249900,249000,250000,250000,259450,254475,249900
"Hardeman","TN",,"47","069",1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,116450,113750,113750,113500,105000,99700,114000,122500,130000,130000,125000,129000,125000,117950,125000,125000,127450,125000,132500,129000,125000,125750,124900,122450,120000,119900,119900,125000,125000,119900,129000,119449.5,119900,138000,138500,129900,135000,128500,127500,125000,125000,120000,125000,129700,130000,125000,129900,135000,129500,129700,135000,135500,135000,129950,136000,122750,129900,138950,139900,135000,129500,135000,139900,142450,139900,132400,131985.5,149000,149990,135772,134900,131200,129500
"Orleans","VT",,"50","019",1463,196950,212000,199000,195000,199000,195000,194000,195000,199000,199000,199900,199900,199500,194950,199000,189000,195000,199000,198000,196500,191950,189000,189000,189000,189582.5,189000,189900,189900,195000,189900,189000,189250,189500,194950,195000,179900,185000,189900,189000,180500,179900,185000,187000,185000,189000,189000,189000,189000,195000,199000,189900,189900,199000,198000,195000,189900,189900,189900,189900,189900,198500,195000,189900,189900,189000,189900,187250,189900,189350,193500,195000,199500,198500,199000,199000,197319.5,199000,199000,199000,191000,190000,199000,199700,199000,199000,199000,199000,199000,199000,199000,199000,199000,199900,209000,199950,205000,199000,199000,199000,215000,206000,214000,209900,204000
"Codington","SD","Watertown, SD","46","029",1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221700,225950,223950,199900,214900,207400,239000,234900,245000,243500,248500,229777,229900
"Toombs","GA","Vidalia, GA","13","279",1465,,,,,,,,,,,,149650,147650,150000,150000,149650,149000,145400,130850,129900,135000,130000,129900,125000,129900,135900,135000,139900,130000,132750,144200,139000,139000,137950,139900,139900,119950,119500,125000,127350,136900,129900,143500,132000,132500,129900,129900,127900,125750,125750,129900,132000,132000,135000,132000,129900,131000,129900,129700,129900,139900,144000,139850,138950,146750,156250,140000,149000,142900,165000,155900,149900,169900,164900,155200,152450,139000,139000,140000,149900,150000,149900,137250,139000,141000,141000,140450,146250,149450,139950,150000,154900,154900,149900,152450,144783.5,139000,142900,145000,153948,139950,139000,137000,139900
"Cibola","NM","Grants, NM","35","006",1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,113700,114950,135000,137000,139000,133500,142900,135000,147900,135000,132450,137000,135000,140000,135000,124950,112500,109900,109900,104950,109950,112500,124900,124000,124000,125000,119500,124500,124000,120000,119900,119000,115000,115000,113000,109900,109000,96450,99800,99800,104900,105000,105700,114000,120500,112000,125000,130000,118950,114900,115000,118000,109450,114500,119000,119900,119900,120000,120000,119900,109500,105000,99900,107499.5,112449.5,115000,119900,98450,104950,107450,102200,93250
"Upson","GA","Thomaston, GA","13","293",1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,99925,99950,99000,93750,99000,99900,107200,95000,95000,90000,90000,95000,92500,95750,91250,92500,95000,99500,94900,99000,97900,102250,104500,99300,95000,94500,94500,90500,94950,93000,91000,97900,99000,98376.5,99900,99326.5,101950,99900,105000,104950,96000,93500,93500,92000,94450,107500,112500,116450,118900,110000,114900,119900,115000,107000,111400,112900,119000,119000,110250
"White","GA",,"13","311",1468,224500,227450,207950,200500,200500,199450,194900,214900,194450,189900,189900,189900,187450,185000,189900,189900,184900,179900,179900,175000,174900,159900,159900,158000,156500,155000,172975,174900,169250,159000,159000,164450,169000,169900,169900,169900,174900,170000,168450,167900,159500,159000,158000,155000,152000,154900,155000,155000,159000,150000,149900,159900,162500,160000,159900,159900,164450,159900,160000,168500,161000,164900,156000,155000,150000,156290,159900,160580,169000,169900,172950,176000,169900,174900,178500,179900,185000,188950,189900,180000,189359,189900,190000,189900,189900,192500,189000,189000,189900,189900,189900,189900,189000,194750,196750,190000,193500,189900,189900,191500,190700,194950,185450,189000
"Union","MS",,"28","145",1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,169000,182500,179450,185000,185000,185000,195000,185000,180000,182500,182000,189450,185000,178900,173500,174000,172054,164900,164700,169604,159450,162900,166500,174208,174000,174450,176500
"Baker","FL","Jacksonville, FL","12","003",1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000,161550,170000,172500,159000,156850,158000,148515,141300,144200,140600,146700,149950,152500,149900,155900,155900,150000,149900,149950,151950,149900,139950,139900,146000,159999,174000,180000,174000,174500,166950,165300,174900,169000,169000,185000,185000,185000,185000,185000,185000,187450,198450,199850,194500,196250,198000,189900,194800,199900,190000,192400,207950,209900,189500,189450,189200,189900,189900,199900,193400,205000,202900,202900,201900,207900
"Marion","MS",,"28","091",1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,129000,128000,129000,129000,136000,129000,129000,129000,129000,125000,119700,122450,127000,119250,119500,114400,106950,110000,109000,119900,105000,105000,120000,109900,119000,124900,124997.5,128000,129450,125000,114000,124900,129450,129450,115500,125500,130000,124250,139500,129900
"Lewis","NY",,"36","049",1472,,,,,,,,,,,,,,,,139900,139900,139900,142450,144950,136250,137500,145000,139750,146000,144750,149700,147000,150000,150000,149900,150000,149500,145000,145000,138500,139000,138500,139700,142900,142900,147000,149000,149000,149000,145000,139900,136250,137000,139000,147000,139500,139000,139000,138950,139000,133500,130950,129900,132750,129900,129900,129250,137450,139900,139900,139900,138500,129000,122900,119900,115000,119950,124700,127950,127900,129900,129700,129999,129900,129000,127000,125000,124900,124600,129500,129900,129500,127000,125950,129000,129900,129900,137500,134900,130950,129900,134900,134900,137250,134900,133900,135000,135000
"Elmore","ID","Mountain Home, ID","16","039",1473,157500,154995,155865,155000,155171,155171,154995,152000,145000,145000,147000,147000,144450,139000,139900,143200,139995,139995,139620,131750,131900,127900,124950,120900,119450,119900,119000,118250,120000,114900,111000,110000,112000,114945,115000,119450,124900,130000,139900,134900,145000,145000,148390,145000,140000,137000,136840,138500,139900,144990,153000,150446,150446,149900,149900,149900,149900,149900,151990,155790,154495,155990,157745,150223,154900,159900,158250,155790,156000,154945,154945,154900,150000,153490,154990,159999.5,163120,156950,161400,157700,163945,167900,159990,155900,157500,156000,162900,169900,174900,179000,176500,179900,169450,168000,163200,173900,165440,179945,189900,185450,194950,195900,199250,198900
